strTemplateName|strAliasTemplate|strNameResource|XJDFDescriptiveName|XJDFMediaType|XJDFWidth|XJDFLength|XJDFDimensionsUnit|XJDFWeight|XJDFMediaColorName|XJDFTexture|XJDFThickness|XJDFThicknessUnit|numPriceTemplateOrResourcePerThousand
||28# Catalog  Manilla Kraft|28# Catalog  Manilla Kraft|Paper|9|12|in|39| Manilla Kraft|Kraft|||98.05
||28# Catalog - Peel & Seal - White Wove|28# Catalog - Peel & Seal - White Wove|Paper|6|9|in|21| White Wove|Wove|||56.95
||28# Catalog - Peel & Seal - White Wove|28# Catalog - Peel & Seal - White Wove|Paper|6.5|9.5|in|24| White Wove|Wove|||75.05
||28# Catalog - Peel & Seal - White Wove|28# Catalog - Peel & Seal - White Wove|Paper|7.5|10.5|in|29| White Wove|Wove|||88.85
||28# Catalog - Peel & Seal - White Wove|28# Catalog - Peel & Seal - White Wove|Paper|9.5|12.5|in|42| White Wove|Wove|||95.5
||28# Catalog - Peel & Seal - Brown Kraft|28# Catalog - Peel & Seal - Brown Kraft|Paper|6|9|in|21| Brown Kraft|Kraft|||66.15
||28# Catalog - Peel & Seal - Brown Kraft|28# Catalog - Peel & Seal - Brown Kraft|Paper|9|12|in|39| Brown Kraft|Kraft|||92.55
||28# Catalog - Peel & Seal - Brown Kraft|28# Catalog - Peel & Seal - Brown Kraft|Paper|9.5|12.5|in|42| Brown Kraft|Kraft|||92.05
||28# Catalog - Peel & Seal - Brown Kraft|28# Catalog - Peel & Seal - Brown Kraft|Paper|10|13|in|46| Brown Kraft|Kraft|||103.25
||28# Catalog - Clasp - Boxed - Brown Kraft|28# Catalog - Clasp - Boxed - Brown Kraft|Paper|6|9|in|21| Brown Kraft|Kraft|||83.5
||28# Catalog - Clasp - Boxed - Brown Kraft|28# Catalog - Clasp - Boxed - Brown Kraft|Paper|9|12|in|39| Brown Kraft|Kraft|||109.85
||28# Catalog - Clasp - Boxed - Brown Kraft|28# Catalog - Clasp - Boxed - Brown Kraft|Paper|12|15.5|in|64| Brown Kraft|Kraft|||168.3
||60# OSDSWindow (1-1/8 x 4-1/2; 7/8L 1/2B) - Accent Opaque Smooth Finish|60# OSDSWindow (1-1/8 x 4-1/2; 7/8L 1/2B) - Accent Opaque Smooth Finish|Paper|4.125|9.5|in|13|White|Smooth|||24.55
||60# Accent Opaque Text Envelope|60# Accent Opaque Text Envelope|Paper|4.125|9.5|in|13|White|Smooth|||28.35
||60# A8 Accent Opaque Text Envelope|60# A8 Accent Opaque Text Envelope|Paper|5.5|8.125|in|16|White|Vellum|||48.3
||60# A10 Accent Opaque Text Envelope|60# A10 Accent Opaque Text Envelope|Paper|6|9.5|in|21|White|Vellum|||66.25
||60# A9 Accent Opaque Text Envelope|60# A9 Accent Opaque Text Envelope|Paper|5.75|8.75|in|19|White|Smooth|||49.8
||60# A9 Accent Opaque Vellum Text Env|60# A9 Accent Opaque Vellum Text Env|Paper|5.75|8.75|in|19|White|Vellum|||51.3
||80# A6 Classic Crest Text Envelope|80# A6 Classic Crest Text Envelope|Paper|4.75|6.5|in|16|Avon Brilliant White|Smooth|0.005|point|93.7
||70# A10 Classic Crest Text Envelope|70# A10 Classic Crest Text Envelope|Paper|6|9.5|in|23|Solar White|Smooth|||125.4
||70# A6 Classic Crest Text Envelope|70# A6 Classic Crest Text Envelope|Paper|4.75|6.5|in|14|Solar White|Smooth|||82.3
||70# Classic Crest Text Envelope|70# Classic Crest Text Envelope|Paper|4.125|9.5|in|16|Classic Natural White|Smooth|||75.9
||70# A2 Classic Crest Text Envelope|70# A2 Classic Crest Text Envelope|Paper|4.375|5.75|in|11|Solar White|Smooth|||71.95
||24# Classic Crest Writing Envelope|24# Classic Crest Writing Envelope|Paper|4.125|9.5|in|13|Baronial Ivory|Smooth|||73.55
||24# Classic Laid Writing Envelope - Classic Natural White - Traditional Laid|24# Classic Laid Writing Envelope - Classic Natural White - Traditional Laid|Paper|4.125|9.5|in|13|Classic Natural White|Traditional Laid|||72.7
||24# Classic Laid Writing Envelope - Baronial Ivory - Traditional Laid|24# Classic Laid Writing Envelope - Baronial Ivory - Traditional Laid|Paper|4.125|9.5|in|13|Baronial Ivory|Traditional Laid|||73.5
||24# Classic Laid Writing Envelope - baronial Ivory - Imaging|24# Classic Laid Writing Envelope - baronial Ivory - Imaging|Paper|4.125|9.5|in|13|Baronial Ivory|Imaging|||79.6
||70# A7 Classic Linen Text Envelope|70# A7 Classic Linen Text Envelope|Paper|5.25|7.25|in|15|Solar White|Linen|||99.95
||70# A2 Classic Linen Text Envelope|70# A2 Classic Linen Text Envelope|Paper|4.375|5.75|in|9|Classic Natural White|Linen|||76.2
24# Classic Linen Writing Envelope|T|||Paper|4.125|9.5|in|13||Linen|||
||24# Classic Linen Writing Envelope - Whitestone|24# Classic Linen Writing Envelope - Whitestone|{T}|{T}|{T}|{T}|{T}|Whitestone|{T}|||78.6
||24# Classic Linen Writing Envelope - Antique Gray|24# Classic Linen Writing Envelope - Antique Gray|{T}|{T}|{T}|{T}|{T}|Antique Gray|{T}|||77.5
||24# Classic Linen Writing Envelope - Baronial Ivory|24# Classic Linen Writing Envelope - Baronial Ivory|{T}|{T}|{T}|{T}|{T}|Baronial Ivory|{T}|||77.5
||60# A2 Cougar Opaque Text Envelope|60# A2 Cougar Opaque Text Envelope|Paper|4.375|5.75|in|9|White|Smooth|||32.45
||60# A7 Cougar Opaque Text Envelope - White|60# A7 Cougar Opaque Text Envelope - White|Paper|5.25|7.25|in|15|White|Smooth|||44.4
||70# A6 Cougar Opaque Text Envelope|70# A6 Cougar Opaque Text Envelope|Paper|4.75|6.5|in|12|White|Smooth|||43.1
||60# Cougar Opaque Text Envelope - White|60# Cougar Opaque Text Envelope - White|Paper|4.125|9.5|in|13|White|Vellum|||35.9
||70# A7 Cougar Opaque Text Envelope|70# A7 Cougar Opaque Text Envelope|Paper|5.25|7.25|in|17|White|Vellum|||48.45
||70# Cougar Opaque Text Envelope|70# Cougar Opaque Text Envelope|Paper|4.125|9.5|in|16|White|Smooth|||51.6
||60# Cougar Opaque Text Envelope - Natural|60# Cougar Opaque Text Envelope - Natural|Paper|4.125|9.5|in|13|Natural|Smooth|||35.75
||60# A7 Cougar Opaque Text Envelope - Natural|60# A7 Cougar Opaque Text Envelope - Natural|Paper|5.25|7.25|in|15|Natural|Smooth|||45.85
||28# Printmaster Catalog Envelope|28# Printmaster Catalog Envelope|Paper|10|13|in|53|Brown Kraft|Kraft|||128.45
||60# Springhill Colors Envelope|60# Springhill Colors Envelope|Paper|4.125|9.5|in|13|Cream|Smooth|||28.75
||24# Springhill Colors Envelope|24# Springhill Colors Envelope|Paper|3.875|8.875|in|11|Goldenrod|Smooth|||23.85
||70# A6 Strathmore Premium Wove Env|70# A6 Strathmore Premium Wove Env|Paper|4.75|6.5|in|14|Natural White|Wove|||88.35
||80# A7 Strathmore Premium Wove Env|80# A7 Strathmore Premium Wove Env|Paper|5.25|7.25|in|18|Bright White|Wove|||107.9
||70# A7 Strathmore Premium Wove Env|70# A7 Strathmore Premium Wove Env|Paper|5.25|7.25|in|17|Bright White|Wove|||103
||80# A6 Strathmore Premium Wove Env|80# A6 Strathmore Premium Wove Env|Paper|4.75|6.5|in|16|Bright White|Wove|||94.8
||24# Strathmore Writing Wove Env|24# Strathmore Writing Wove Env|Paper|4.125|9.5|in|13|Soft Blue|Wove|||94.9
||28# Strathmore Writing Wove Env|28# Strathmore Writing Wove Env|Paper|4.125|9.5|in|16|Ultimate White|Wove|||89.25
||70# Superfine Eggshell Text Env|70# Superfine Eggshell Text Env|Paper|5.25|7.25|in|17|White|Eggshell|||98.4
||130# Classic Crest Cover|130# Classic Crest Cover|Paper|35|23|in|402|Solar White|Smooth|||1,175.05
||165# Classic Crest Cover|165# Classic Crest Cover|Paper|26|40|in|660|Solar White|Smooth|||1,924.40
||100# Classic Crest Cover|100# Classic Crest Cover|Paper|35|23|in|310|Avon Brilliant White|Smooth|||1,009.38
||130# Classic Crest Cover|130# Classic Crest Cover|Paper|26|40|in|520|Avalanche White|Eggshell|||1,516.20
||70# Classic Crest Text|70# Classic Crest Text|Paper|25|38|in|140|Solar White|Smooth|||375.55
||120# Classic Laid Cover|120# Classic Laid Cover|Paper|26|40|in|480|Solar White|Laid|||1,490.55
||130# Classic Linen Cover|130# Classic Linen Cover|Paper|25.5|38|in|485|Solar White|Linen|||1,552.55
||120# Environment Smooth Cover|120# Environment Smooth Cover|Paper|26|40|in|480|PC 100 White|Smooth|||1,328.80
||110# Loop Antique Vellum Cover|110# Loop Antique Vellum Cover|Paper|26|40|in|440|Snow|Antique Vellum|||1,206.45
||80# Mohawk Via Felt Cover|80# Mohawk Via Felt Cover|Paper|26|40|in|320|Pure White|Felt|||714.65
||60# Mohawk Via Smooth Text|60# Mohawk Via Smooth Text|Paper|23|35|in|102|Pure White|Smooth|||293.18
||100# Strathmore Premium Wove Cover|100# Strathmore Premium Wove Cover|Paper|35|23|in|310|Bright White|Wove Unwatermarked|||1,007.70
||80# Strathmore Premium Wove Text|80# Strathmore Premium Wove Text|Paper|23|35|in|136|Bright White|Wove Unwatermarked|||355.85
||88# Strathmore Writing CB Wove|88# Strathmore Writing CB Wove|Paper|26|40|in|352|Bright White|Wove Unwatermarked|||1,281.00
||130# Strathmore Writing CB Wove - Ultimate White|130# Strathmore Writing CB Wove - Ultimate White|Paper|26|40|in|520|Ultimate White|Wove Unwatermarked|||1,618.20
||130# Strathmore Writing CB Wove - Bright White|130# Strathmore Writing CB Wove - Bright White|Paper|26|40|in|520|Bright White|Wove Unwatermarked|||1,577.00
||110# Strathmore Writing CB Wove|110# Strathmore Writing CB Wove|Paper|26|40|in|440|Ultimate White|Wove Unwatermarked|||1,369.25
||100# Superfine Eggshell Cover|100# Superfine Eggshell Cover|Paper|23|35|in|310|Ultrawhite|Eggshell|||845.9
||130# Superfine Eggshell Cover|130# Superfine Eggshell Cover|Paper|23|35|in|403|Ultrawhite|Eggshell|||1,402.68
||160# Superfine Smooth Cover|160# Superfine Smooth Cover|Paper|23|35|in|495|Ultrawhite|Smooth|||1,435.75
||100# Superfine Smooth Cover|100# Superfine Smooth Cover|Paper|23|35|in|310|White|Smooth|||845.9
||130# Superfine Smooth Cover|130# Superfine Smooth Cover|Paper|23|35|in|403|Ultrawhite|Smooth|||1,402.68
||80# Astrobrights Cover|80# Astrobrights Cover|Paper|26|40|in|320|Terra Green|Smooth|||655.68
||100# Cougar Opaque Cover|100# Cougar Opaque Cover|Paper|23|35|in|310|White|Smooth|||351.85
||160# Cougar Opaque Cover|160# Cougar Opaque Cover|Paper|35|23|in|495|White|Smooth|||809.25
||130# Cougar Opaque Cover|130# Cougar Opaque Cover|Paper|35|23|in|403|White|Smooth|||741.21
||70# Cougar Opaque Text|70# Cougar Opaque Text|Paper|23|35|in|119|White|Smooth|||158.58
||80# Finch Fine Antique Text|80# Finch Fine Antique Text|Paper|25|38|in|160|Bright White|Antique|||182
||130# Finch Fine VHF Cover|130# Finch Fine VHF Cover|Paper|23|35|in|403|Bright White|Ultra Smooth|||732.48
||75# Williamsburg Return Postcard|75# Williamsburg Return Postcard|Paper|23|35|in|127|White|Vellum|||134.28
