strTemplateName|strNameResource|XJDFDescriptiveName|XJDFMediaColorName|XJDFMediaType|XJDFStockType|XJDFWeight|XJDFWidth|XJDFLength|XJDFDimensionsUnit|boolPriceTemplate|numPriceTemplateOrResourcePerThousand
|24# Remittance White|24# Remittance White||Paper|||3.875|8.875|in||37.5
|24# Dual Purpose Mailer|24# Dual Purpose Mailer||Paper|||3.875|8.875|in||61.1
|24# Regular Security Tint|24# Regular Security Tint||Paper|||3.875|8.875|in||26.59
|24# Double Window Security tint|24# Double Window Security tint||Paper|||3.875|8.875|in||42.85
|24# Flip-Stik Double Window Security Tint|24# Flip-Stik Double Window Security Tint||Paper|||3.875|8.875|in||60.25
|24# Window Security tint|24# Window Security tint||Paper|||3.875|8.875|in||31.87
|24# Church Offering|24# Church Offering||Paper|||3.125|6.25|in||37.11
|24# Booklet|24# Booklet||Paper|||5.75|8.875|in||42.94
|24# Booklet|24# Booklet||Paper|||6|9|in||37.11
|24# Catalog|24# Catalog||Paper|||6|9|in||44.57
|24# Catalog 7.5 x 10.5|24# Catalog 7.5 x 10.5||Paper|||7.5|10.5|in||68.81
|24# Catalog Kwik-Tak|24# Catalog Kwik-Tak||Paper|||6|9|in||88.7
|24# Kraft Catalog 6 x 9|24# Kraft Catalog 6 x 9||Paper|||6|9|in||49.35
|28# Catalog Kwik-Tak|28# Catalog Kwik-Tak||Paper|||6.5|9.5|in||94.4
|28# Custom Booklet|28# Custom Booklet||Paper|||6.5|9.5|in||98.55
|24# Booklet|24# Booklet||Paper|||6|9.5|in||42.29
|24# Booklet|24# Booklet||Paper|||6.125|9.5|in||73.74
|24# Booklet #2 Window|24# Booklet #2 Window||Paper|||6|9|in||58.1
|24# Booklet #4 Window|24# Booklet #4 Window||Paper|||6|9.5|in||59.59
|28# Booklet|28# Booklet||Paper|||9|12|in||68.01
|28# Booklet Kwick-Tac|28# Booklet Kwick-Tac||Paper|||9|12|in||103.46
|28# Catalog Kwik-Tac|28# Catalog Kwik-Tac||Paper|||9|12|in||100.54
|28# Kraft 11.5 x 14.5 with clasp|28# Kraft 11.5 x 14.5 with clasp||Paper|||11.5|14.5|in||158.02
|28# Kraft Catalog|28# Kraft Catalog||Paper|||11.5|14.5|in||132.58
|28# Kraft Catalog Kwick-Tac|28# Kraft Catalog Kwick-Tac||Paper|||9|12|in||107.64
|28# Catalog|28# Catalog||Paper|||9|12|in||64.46
|28# Catalog Gray|28# Catalog Gray|Gray|Paper|||9|12|in||126.97
|28# Catalog Kraft|28# Catalog Kraft||Paper|||9|12|in||70
|28# Catalog Digi-Clear Window|28# Catalog Digi-Clear Window||Paper|||9|12|in||132.62
|28# Catalog|28# Catalog||Paper|||9.5|12.5|in||89.8
|28# Catalog Kwik-Tak|28# Catalog Kwik-Tak||Paper|||9.5|12.5|in||125.33
|28# Booklet|28# Booklet||Paper|||10|13|in||82.14
|28# Catalog Kraft|28# Catalog Kraft||Paper|||10|13|in||91.34
|28# Catalog Kwik-Tak Brown|28# Catalog Kwik-Tak Brown|Brown|Paper|||10|13|in||127.59
|28# Catalog Kwik-Tak White|28# Catalog Kwik-Tak White||Paper|||10|13|in||121.45
|28# Catalog White|28# Catalog White||Paper|||10|13|in||86.25
|4 Bar Cougar|4 Bar Cougar||Paper|||3.625|5.125|in||49.04
|4 Bar Cougar Natural|4 Bar Cougar Natural||Paper|||3.625|5.125|in||45.45
|A2 24# Strathmore Soft White Smooth|A2 24# Strathmore Soft White Smooth||Paper|||4.375|5.75|in||179.36
|A2 Antique Linen - gray|A2 Antique Linen - gray|Gray|Paper|||4.375|5.75|in||61.71
|A2 Antique Linen - White|A2 Antique Linen - White|White|Paper|||4.375|5.75|in||61.71
|A2 Cougar|A2 Cougar||Paper|||4.375|5.75|in||47.7
|A2 Cougar Natural|A2 Cougar Natural||Paper|||4.375|5.75|in||47.7
|A2 Machine Insertable|A2 Machine Insertable||Paper|||4.375|5.75|in||37.24
|A6 Cougar|A6 Cougar||Paper|||4.75|6.5|in||57.88
|A6 Cougar Natural|A6 Cougar Natural||Paper|||4.75|6.5|in||33.61
|A6 Machine Insertable|A6 Machine Insertable||Paper|||4.75|6.5|in||37.77
|A7 Colored Envelopes from C & P|A7 Colored Envelopes from C & P||Paper|||5.25|7.25|in||350
|A7 Cougar Natural|A7 Cougar Natural||Paper|||5.25|7.25|in||61.25
|A7 Cougar White|A7 Cougar White||Paper|||5.25|7.25|in||69.36
|A7 Machine Insertable|A7 Machine Insertable||Paper|||5.25|7.25|in||41.46
|A7 Starburst Color|A7 Starburst Color||Paper|||5.25|7.25|in||73.63
|A8 Machine Insertable|A8 Machine Insertable||Paper|||5.5|8.125|in||45.75
|A9 Colored Envelopes from C & P|A9 Colored Envelopes from C & P||Paper|||5.75|8.875|in||399.8
|RSVP Colored Envelopes from C & P|RSVP Colored Envelopes from C & P||Paper|||3.625|5.125|in||200
|28# Flush Cut 6 x 9|28# Flush Cut 6 x 9||Paper|||6|9|in||89.08
|28# Thumb Cut 6 x 9|28# Thumb Cut 6 x 9||Paper|||6|9|in||89.23
|3.75 x 7 Ungummed Open End Flap|3.75 x 7 Ungummed Open End Flap||Paper|||3.75|7|in||39.74
|3.75 x 7 Ungummed Open End Flap (EM)|3.75 x 7 Ungummed Open End Flap (EM)||Paper|||3.75|7|in||
|Clear Poly Envelopes|Clear Poly Envelopes||Paper|||2.6875|3.5|in||28
|Clear Poly Envelopes|Clear Poly Envelopes||Paper|||8.25|10.12|in||76.33
|Clear Poly Envelopes|Clear Poly Envelopes||Paper|||9|12|in||150
|Coin Envelopes 2.5 x 4.25|Coin Envelopes 2.5 x 4.25||Paper|||2.5|4.25|in||33.17
|Doorknob Hanger Envelope|Doorknob Hanger Envelope||Paper|||4.375|8.75|in||82.68
|King Size|King Size||Paper|||13|19|in||416.73
